-8.093600000000000136e+02,7.523000000000000398e+01,-6.897300000000000182e+02
-8.083600000000000136e+02,7.520000000000000284e+01,-6.897300000000000182e+02
-8.073600000000000136e+02,7.515999999999999659e+01,-6.897300000000000182e+02
-8.063600000000000136e+02,7.512000000000000455e+01,-6.897300000000000182e+02
-8.053500000000000227e+02,7.507999999999999829e+01,-6.897300000000000182e+02
-8.043400000000000318e+02,7.504000000000000625e+01,-6.897300000000000182e+02
-8.033099999999999454e+02,7.500000000000000000e+01,-6.897300000000000182e+02
-8.022899999999999636e+02,7.496999999999999886e+01,-6.897300000000000182e+02
-8.012599999999999909e+02,7.493000000000000682e+01,-6.897300000000000182e+02
-8.002200000000000273e+02,7.489000000000000057e+01,-6.897300000000000182e+02
-7.992100000000000364e+02,7.484999999999999432e+01,-6.897300000000000182e+02
-7.981900000000000546e+02,7.481000000000000227e+01,-6.897300000000000182e+02
-7.971699999999999591e+02,7.476999999999999602e+01,-6.897300000000000182e+02
-7.961100000000000136e+02,7.473000000000000398e+01,-6.897300000000000182e+02
-7.950499999999999545e+02,7.468999999999999773e+01,-6.897300000000000182e+02
-7.940199999999999818e+02,7.465000000000000568e+01,-6.897300000000000182e+02
-7.930099999999999909e+02,7.460999999999999943e+01,-6.897300000000000182e+02
-7.919299999999999500e+02,7.456999999999999318e+01,-6.897200000000000273e+02
-7.908899999999999864e+02,7.453000000000000114e+01,-6.897200000000000273e+02
-7.898899999999999864e+02,7.448999999999999488e+01,-6.897200000000000273e+02
-7.888400000000000318e+02,7.445000000000000284e+01,-6.897200000000000273e+02
-7.878400000000000318e+02,7.440999999999999659e+01,-6.897200000000000273e+02
-7.867999999999999545e+02,7.437000000000000455e+01,-6.897200000000000273e+02
-7.857100000000000364e+02,7.432999999999999829e+01,-6.897200000000000273e+02
-7.846000000000000227e+02,7.429000000000000625e+01,-6.897200000000000273e+02
-7.835800000000000409e+02,7.425000000000000000e+01,-6.897200000000000273e+02
-7.825399999999999636e+02,7.420999999999999375e+01,-6.897200000000000273e+02
-7.814800000000000182e+02,7.417000000000000171e+01,-6.897200000000000273e+02
-7.803999999999999773e+02,7.412999999999999545e+01,-6.897200000000000273e+02
-7.793200000000000500e+02,7.409000000000000341e+01,-6.897200000000000273e+02
-7.782300000000000182e+02,7.404999999999999716e+01,-6.897200000000000273e+02
-7.771299999999999955e+02,7.400000000000000000e+01,-6.897200000000000273e+02
-7.760299999999999727e+02,7.395999999999999375e+01,-6.897200000000000273e+02
-7.749299999999999500e+02,7.392000000000000171e+01,-6.897200000000000273e+02
-7.738300000000000409e+02,7.387999999999999545e+01,-6.897200000000000273e+02
-7.727300000000000182e+02,7.382999999999999829e+01,-6.897200000000000273e+02
-7.716100000000000136e+02,7.379000000000000625e+01,-6.897200000000000273e+02
-7.704900000000000091e+02,7.375000000000000000e+01,-6.897100000000000364e+02
-7.694900000000000091e+02,7.370999999999999375e+01,-6.897100000000000364e+02
-7.684800000000000182e+02,7.367000000000000171e+01,-6.897100000000000364e+02
-7.674500000000000455e+02,7.362999999999999545e+01,-6.897100000000000364e+02
-7.663999999999999773e+02,7.359000000000000341e+01,-6.897100000000000364e+02
-7.653200000000000500e+02,7.354999999999999716e+01,-6.897100000000000364e+02
-7.642200000000000273e+02,7.351000000000000512e+01,-6.897100000000000364e+02
-7.630900000000000318e+02,7.345999999999999375e+01,-6.897100000000000364e+02
-7.620900000000000318e+02,7.342000000000000171e+01,-6.897100000000000364e+02
-7.610700000000000500e+02,7.337999999999999545e+01,-6.897100000000000364e+02
-7.600199999999999818e+02,7.334000000000000341e+01,-6.897100000000000364e+02
-7.589500000000000455e+02,7.329999999999999716e+01,-6.897100000000000364e+02
-7.578500000000000227e+02,7.326000000000000512e+01,-6.897100000000000364e+02
-7.567300000000000182e+02,7.321999999999999886e+01,-6.897100000000000364e+02
-7.555800000000000409e+02,7.317000000000000171e+01,-6.897100000000000364e+02
-7.544199999999999591e+02,7.312999999999999545e+01,-6.897000000000000455e+02
-7.532400000000000091e+02,7.307999999999999829e+01,-6.897000000000000455e+02
-7.522400000000000091e+02,7.304000000000000625e+01,-6.897000000000000455e+02
-7.512300000000000182e+02,7.301000000000000512e+01,-6.897000000000000455e+02
-7.502100000000000364e+02,7.296999999999999886e+01,-6.897000000000000455e+02
-7.491799999999999500e+02,7.293000000000000682e+01,-6.897000000000000455e+02
-7.481499999999999773e+02,7.289000000000000057e+01,-6.897000000000000455e+02
